JUGADOR;NACIONALIDAD;FECHA;F_JUEGO;LOCAL;VISITANTE;MARCADOR;POSICION;GOLES;ASISTENCIAS;T.A.;S.T.A;T.R.;M_INICIAL;M_FINAL;"TIEMPO 
JUGADO";COMPETENCIA
Neymar;Brazil;13;6/11/2021;G Bordeaux  (16);Paris SG  (1);2:03;Volante;2;0;0;0;0;0;0;90;LEAGUE 1
Neymar;Brazil;Group A;5/06/2021;Brazil  (1);Ecuador  (3);2:00;Volante;1;1;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Neymar;Brazil;Group A;9/06/2021;Paraguay  (4);Brazil  (1);0:02;Delantero;1;1;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Neymar;Brazil;Group A;3/09/2021;Chile  (7);Brazil  (1);0:01;Delantero;0;0;1;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Neymar;Brazil;Group A;10/09/2021;Brazil;Peru;2:00;Delantero;1;1;1;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Neymar;Brazil;Group A;10/10/2021;Colombia  (7);Brazil  (1);0:00;Delantero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Neymar;Brazil;Group A;15/10/2021;Brazil;Uruguay;4:01;Delantero;1;2;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Neymar;Brazil;Third Round;10/02/2021;SM Caen;Paris SG;0:01;Delantero;0;1;0;0;0;0;60;60;COUPE DE FRANCE
Neymar;Brazil;Quarter-Finals;21/04/2021;Paris SG;SCO Angers;5:00;Delantero;1;1;0;0;0;0;72;72;COUPE DE FRANCE
Neymar;Brazil;Semi-Finals;12/05/2021;Montpellier;Paris SG;7:08;Volante;0;0;1;0;0;86;0;4;COUPE DE FRANCE
Neymar;Brazil;Group B;13/06/2021;Brazil  (1);Venezuela  (10);3:00;Volante;1;1;0;0;0;0;0;90;COPA AMERICA
Neymar;Brazil;Group B;18/06/2021;Peru  (7);Brazil  (1);0:04;Delantero;1;0;0;0;0;0;0;90;COPA AMERICA
Neymar;Brazil;Group B;24/06/2021;Colombia  (4);Brazil  (2);1:02;Delantero;0;1;1;0;0;0;0;90;COPA AMERICA
Neymar;Brazil;Quarter-Finals;3/07/2021;Brazil;Chile;1:00;Delantero;0;0;0;0;0;0;0;90;COPA AMERICA
Neymar;Brazil;Semi-Finals;6/07/2021;Brazil;Peru;1:00;Volante;0;1;0;0;0;0;0;90;COPA AMERICA
Neymar;Brazil;Final;11/07/2021;Argentina;Brazil;1:00;Delantero;0;0;0;0;0;0;0;90;COPA AMERICA
Neymar;Brazil;Final;13/01/2021;Paris SG;Marseille;2:01;Volante;1;0;0;0;0;65;0;25;TROPHEE DES CHAMPIONS
Leonardo Bonucci;Italy;Group A;11/06/2021;Turkey;Italy;0:03;Defensa;0;0;0;0;0;0;0;90;EURO 2020
Leonardo Bonucci;Italy;Group A;16/06/2021;Italy;Switzerland;3:00;Defensa;0;0;0;0;0;0;0;90;EURO 2020
Leonardo Bonucci;Italy;Group A;20/06/2021;Italy;Wales;1:00;Defensa;0;0;0;0;0;0;46;45;EURO 2020
Leonardo Bonucci;Italy;Round of 16;26/06/2021;Italy;Austria;2:01;Defensa;0;0;0;0;0;0;0;120;EURO 2020
Leonardo Bonucci;Italy;Quarter-Finals;2/07/2021;Belgium;Italy;1:02;Defensa;0;0;0;0;0;0;0;90;EURO 2020
Leonardo Bonucci;Italy;Semi-Finals;6/07/2021;Italy;Spain;5:03;Defensa;0;0;1;0;0;0;0;120;EURO 2020
Leonardo Bonucci;Italy;Final;11/07/2021;Italy;England;4:03;Defensa;1;0;1;0;0;0;0;120;EURO 2020
Leonardo Bonucci;Italy;last 16 2nd leg;9/03/2021;Juventus;FC Porto;3:02;Defensa;0;0;0;0;0;0;75;75;UEFA CHAMPIONS LEAGUE
Leonardo Bonucci;Italy;Group H;14/09/2021;Malmo FF;Juventus;0:03;Defensa;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Leonardo Bonucci;Italy;Group H;29/09/2021;Juventus;Chelsea;1:00;Defensa;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Leonardo Bonucci;Italy;Group H;20/10/2021;Zenit S-Pb;Juventus;0:01;Defensa;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Leonardo Bonucci;Italy;Group H;2/11/2021;Juventus;Zenit S-Pb;4:02;Defensa;0;0;0;0;0;0;85;85;UEFA CHAMPIONS LEAGUE
Leonardo Bonucci;Italy;Group C;25/03/2021;Italy  (9);N Ireland  (51);2:00;Defensa;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Leonardo Bonucci;Italy;Group C;28/03/2021;Bulgaria  (47);Italy  (9);0:02;Defensa;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Leonardo Bonucci;Italy;Group C;2/09/2021;Italy  (3);Bulgaria  (43);1:01;Defensa;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Leonardo Bonucci;Italy;Group C;5/09/2021;Switzerland;Italy;0:00;Defensa;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Leonardo Bonucci;Italy;5;4/06/2021;Italy;Czech Republic ;4:00;Defensa;0;0;0;0;0;0;0;90;AMISTOSO
Leonardo Bonucci;Italy;Semi-Finals;6/10/2021;Italy;Spain;1:02;Defensa;0;0;1;1;0;0;0;42;NATIONS LEAGUE FINAL
Leonardo Bonucci;Italy;15;3/01/2021;Juventus  (3);Udinese Calcio  (12);4:01;Defensa;0;0;0;0;0;0;82;82;SERIE A
Leonardo Bonucci;Italy;16;6/01/2021;AC Milan  (1);Juventus  (3);1:03;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;17;10/01/2021;Juventus  (3);Sassuolo  (6);3:01;Defensa;0;0;1;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;18;17/01/2021;Inter  (2);Juventus  (3);2:00;Defensa;0;0;1;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;19;24/01/2021;Juventus  (3);Bologna  (12);2:00;Defensa;0;0;0;0;0;0;78;78;SERIE A
Leonardo Bonucci;Italy;20;30/01/2021;Sampdoria (10);Juventus  (3);0:02;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;21;6/02/2021;Juventus  (3);AS Roma  (4);2:00;Defensa;0;0;0;0;0;0;84;84;SERIE A
Leonardo Bonucci;Italy;26;6/03/2021;Juventus  (3);Lazio  (6);3:01;Defensa;0;0;0;0;0;82;0;8;SERIE A
Leonardo Bonucci;Italy;27;14/03/2021;Cagliari Calcio  (18);Juventus  (3);1:03;Defensa;0;0;0;0;0;70;0;20;SERIE A
Leonardo Bonucci;Italy;28;21/03/2021;Juventus  (2);Benevento  (16);0:01;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;32;21/04/2021;Juventus  (4);Parma a  (19);3:01;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;33;25/04/2021;Fiorentina  (13);Juventus  (4);1:01;Defensa;0;0;0;0;0;0;46;45;SERIE A
Leonardo Bonucci;Italy;34;2/05/2021;Udinese Calcio  (11);Juventus  (3);1:02;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;36;12/05/2021;Sassuolo (8);Juventus  (5);1:03;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;38;23/05/2021;Bologna  (11);Juventus  (5);1:04;Defensa;0;0;0;0;0;46;0;45;SERIE A
Leonardo Bonucci;Italy;1;22/08/2021;Udinese Calcio  (10);Juventus  (9);2:02;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;2;28/08/2021;Juventus  (9);FC Empoli  (18);0:01;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;3;11/09/2021;Napoli (5);Juventus  (12);2:01;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;4;19/09/2021;Juventus  (16);AC Milan  (2);1:01;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;5;22/09/2021;Spezia Calcio  (13);Juventus  (18);2:03;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;6;26/09/2021;Juventus  (12);Sampdoria  (13);3:02;Defensa;1;0;1;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;8;17/10/2021;Juventus  (7);AS Roma  (4);1:00;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;9;24/10/2021;Inter  (3);Juventus  (7);1:01;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;10;27/10/2021;Juventus  (6);Sassuolo  (13);1:02;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;11;30/10/2021;Hellas Verona  (10);Juventus  (7);2:01;Defensa;0;0;0;0;0;0;0;90;SERIE A
Leonardo Bonucci;Italy;Final;20/01/2021;Juventus;Napoli;2:00;Defensa;0;0;0;0;0;0;0;90;SUPERCOPA ITALIANA
Leonardo Bonucci;Italy;Round of 16;13/01/2021;Juventus;Genoa;3:02;Defensa;0;0;0;0;0;64;0;56;ITALY CUP
Leonardo Bonucci;Italy;Final;19/05/2021;Atalanta BC;Juventus;1:02;Defensa;0;0;0;0;0;83;0;7;ITALY CUP
Giorgio Chiellini;Italy;Group A;11/06/2021;Turkey;Italy;0:03;Defensa;0;0;0;0;0;0;0;90;EURO 2020
Giorgio Chiellini;Italy;Group A;16/06/2021;Italy;Switzerland;3:00;Defensa;0;0;0;0;0;0;24;24;EURO 2020
Giorgio Chiellini;Italy;Quarter-Finals;2/07/2021;Belgium;Italy;1:02;Defensa;0;0;0;0;0;0;0;90;EURO 2020
Giorgio Chiellini;Italy;Semi-Finals;6/07/2021;Italy;Spain;5:03;Defensa;0;0;0;0;0;0;0;120;EURO 2020
Giorgio Chiellini;Italy;Final;11/07/2021;Italy;England;4:03;Defensa;0;0;1;0;0;0;0;120;EURO 2020
Giorgio Chiellini;Italy;last 16 1st leg;17/02/2021;FC Porto;Juventus;2:01;Defensa;0;0;0;0;0;0;35;35;UEFA CHAMPIONS LEAGUE
Giorgio Chiellini;Italy;Group H;29/09/2021;Juventus;Chelsea;1:00;Defensa;0;0;0;0;0;83;0;7;UEFA CHAMPIONS LEAGUE
Giorgio Chiellini;Italy;Group C;25/03/2021;Italy  (9);N Ireland  (51);2:00;Defensa;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Giorgio Chiellini;Italy;Group C;5/09/2021;Switzerland;Italy;0:00;Defensa;0;0;1;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Giorgio Chiellini;Italy;5;4/06/2021;Italy;Czech Republic ;4:00;Defensa;0;0;0;0;0;0;64;64;AMISTOSO
Giorgio Chiellini;Italy;Semi-Finals;6/10/2021;Italy;Spain;1:02;Defensa;0;0;0;0;0;46;0;45;NATIONS LEAGUE FINAL
Giorgio Chiellini;Italy;15;3/01/2021;Juventus  (3);Udinese Calcio  (12);4:01;Defensa;0;0;0;0;0;82;0;8;SERIE A
Giorgio Chiellini;Italy;18;17/01/2021;Inter  (2);Juventus  (3);2:00;Defensa;0;0;0;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;19;24/01/2021;Juventus  (3);Bologna  (12);2:00;Defensa;0;0;1;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;20;30/01/2021;Sampdoria (10);Juventus  (3);0:02;Defensa;0;0;0;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;21;6/02/2021;Juventus  (3);AS Roma  (4);2:00;Defensa;0;0;0;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;22;13/02/2021;Napoli;Juventus  (3);1:00;Defensa;0;0;1;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;27;14/03/2021;Cagliari Calcio  (18);Juventus  (3);1:03;Defensa;0;0;0;0;0;0;70;70;SERIE A
Giorgio Chiellini;Italy;29;3/04/2021;Torino  (17);Juventus  (3);2:02;Defensa;0;1;0;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;3;7/04/2021;Juventus  (6);Napoli  (1);2:01;Defensa;0;0;0;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;30;11/04/2021;Juventus  (3);Genoa  (13);3:01;Defensa;0;0;0;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;31;18/04/2021;Atalanta BC  (4);Juventus  (3);1:00;Defensa;0;0;0;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;33;25/04/2021;Fiorentina  (13);Juventus  (4);1:01;Defensa;0;0;0;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;35;9/05/2021;Juventus  (3);AC Milan  (4);0:03;Defensa;0;0;1;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;37;15/05/2021;Juventus  (5);Inter  (1);3:02;Defensa;0;0;1;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;38;23/05/2021;Bologna  (11);Juventus  (5);1:04;Defensa;0;0;0;0;0;0;58;58;SERIE A
Giorgio Chiellini;Italy;1;22/08/2021;Udinese Calcio  (10);Juventus  (9);2:02;Defensa;0;0;0;0;0;60;0;30;SERIE A
Giorgio Chiellini;Italy;3;11/09/2021;Napoli (5);Juventus  (12);2:01;Defensa;0;0;0;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;4;19/09/2021;Juventus  (16);AC Milan  (2);1:01;Defensa;0;0;0;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;6;26/09/2021;Juventus  (12);Sampdoria  (13);3:02;Defensa;0;0;0;0;0;70;0;20;SERIE A
Giorgio Chiellini;Italy;7;2/10/2021;Torino  (9);Juventus  (10);0:01;Defensa;0;0;1;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;8;17/10/2021;Juventus  (7);AS Roma  (4);1:00;Defensa;0;0;0;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;9;24/10/2021;Inter  (3);Juventus  (7);1:01;Defensa;0;0;1;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;11;30/10/2021;Hellas Verona  (10);Juventus  (7);2:01;Defensa;0;0;0;0;0;0;0;90;SERIE A
Giorgio Chiellini;Italy;Final;20/01/2021;Juventus;Napoli;2:00;Defensa;0;0;0;0;0;0;0;90;SUPERCOPA ITALIANA
Giorgio Chiellini;Italy;Round of 16;13/01/2021;Juventus;Genoa;3:02;Defensa;0;1;0;0;0;0;64;64;ITALY CUP
Giorgio Chiellini;Italy;Semi-Finals 1st Leg;2/02/2021;Inter;Juventus;1:02;Defensa;0;0;0;0;0;89;0;1;ITALY CUP
Giorgio Chiellini;Italy;Semi-Finals 2nd Leg;9/02/2021;Juventus;Inter;0:00;Defensa;0;0;0;0;0;82;0;8;ITALY CUP
Giorgio Chiellini;Italy;Final;19/05/2021;Atalanta BC;Juventus;1:02;Defensa;0;0;1;0;0;0;0;90;ITALY CUP
Cristiano Ronaldo;Portugal;Group F;15/06/2021;Hungary;Portugal;0:03;Delantero;2;0;0;0;0;0;0;90;EURO 2020
Cristiano Ronaldo;Portugal;Group F;19/06/2021;Portugal;Germany;2:04;Delantero;1;1;0;0;0;0;0;90;EURO 2020
Cristiano Ronaldo;Portugal;Group F;23/06/2021;Portugal;France;2:02;Delantero;2;0;0;0;0;0;0;90;EURO 2020
Cristiano Ronaldo;Portugal;Round of 16;27/06/2021;Belgium;Portugal;1:00;Delantero;0;0;0;0;0;0;0;90;EURO 2020
Cristiano Ronaldo;Portugal;last 16 1st leg;17/02/2021;FC Porto;Juventus;2:01;Delantero;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Cristiano Ronaldo;Portugal;last 16 2nd leg;9/03/2021;Juventus;FC Porto;3:02;Delantero;0;1;0;0;0;0;0;120;UEFA CHAMPIONS LEAGUE
Cristiano Ronaldo;Portugal;Group F;14/09/2021;BSC Young Boys;Man Utd;2:01;Delantero;1;0;0;0;0;0;72;72;UEFA CHAMPIONS LEAGUE
Cristiano Ronaldo;Portugal;Group F;29/09/2021;Man Utd;Villarreal;2:01;Delantero;1;0;1;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Cristiano Ronaldo;Portugal;Group F;20/10/2021;Man Utd;Atalanta BC;3:02;Delantero;1;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Cristiano Ronaldo;Portugal;Group F;2/11/2021;Atalanta BC;Man Utd;2:02;Delantero;2;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Cristiano Ronaldo;Portugal;Group A;24/03/2021;Portugal  (14);Azerbaiyan  (44);1:00;Volante;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Cristiano Ronaldo;Portugal;Group A;27/03/2021;Serbia (11);Portugal  (14);2:02;Delantero;0;0;1;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Cristiano Ronaldo;Portugal;Group A;30/03/2021;Luxembourg  (22);Portugal  (18);1:03;Delantero;1;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Cristiano Ronaldo;Portugal;Group A;1/09/2021;Portugal  (8);Ireland  (47);2:01;Delantero;2;0;1;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Cristiano Ronaldo;Portugal;Group A;12/10/2021;Portugal;Luxembourg;5:00;Volante;3;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Cristiano Ronaldo;Portugal;8;4/06/2021;Spain;Portugal;0:00;Delantero;0;0;0;0;0;0;0;90;AMISTOSO
Cristiano Ronaldo;Portugal;9;9/06/2021;Portugal;Israel;4:00;Delantero;1;0;0;0;0;0;71;71;AMISTOSO
Cristiano Ronaldo;Portugal;5;9/10/2021;Portugal;Qatar;3:00;Volante;1;0;0;0;0;0;46;45;AMISTOSO
Cristiano Ronaldo;Portugal;15;3/01/2021;Juventus  (3);Udinese Calcio  (12);4:01;Delantero;2;1;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;16;6/01/2021;AC Milan  (1);Juventus  (3);1:03;Delantero;0;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;17;10/01/2021;Juventus  (3);Sassuolo  (6);3:01;Delantero;1;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;18;17/01/2021;Inter  (2);Juventus  (3);2:00;Delantero;0;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;19;24/01/2021;Juventus  (3);Bologna  (12);2:00;Delantero;0;1;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;20;30/01/2021;Sampdoria (10);Juventus  (3);0:02;Delantero;0;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;21;6/02/2021;Juventus  (3);AS Roma  (4);2:00;Delantero;1;0;1;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;22;13/02/2021;Napoli;Juventus  (3);1:00;Delantero;0;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;23;22/02/2021;Juventus  (3);Crotone  (20);3:00;Delantero;2;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;24;27/02/2021;Hellas Verona  (9);Juventus  (3);1:01;Delantero;1;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;25;2/03/2021;Juventus  (3);Spezia Calcio  (15);3:00;Delantero;1;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;26;6/03/2021;Juventus  (3);Lazio  (6);3:01;Delantero;0;0;0;0;0;69;0;21;SERIE A
Cristiano Ronaldo;Portugal;27;14/03/2021;Cagliari Calcio  (18);Juventus  (3);1:03;Delantero;3;0;1;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;28;21/03/2021;Juventus  (2);Benevento  (16);0:01;Delantero;0;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;29;3/04/2021;Torino  (17);Juventus  (3);2:02;Delantero;1;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;3;7/04/2021;Juventus  (6);Napoli  (1);2:01;Delantero;1;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;30;11/04/2021;Juventus  (3);Genoa  (13);3:01;Delantero;0;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;32;21/04/2021;Juventus  (4);Parma a  (19);3:01;Delantero;0;0;1;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;33;25/04/2021;Fiorentina  (13);Juventus  (4);1:01;Delantero;0;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;34;2/05/2021;Udinese Calcio  (11);Juventus  (3);1:02;Delantero;2;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;35;9/05/2021;Juventus  (3);AC Milan  (4);0:03;Delantero;0;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;36;12/05/2021;Sassuolo (8);Juventus  (5);1:03;Delantero;1;0;0;0;0;0;0;90;SERIE A
Cristiano Ronaldo;Portugal;37;15/05/2021;Juventus  (5);Inter  (1);3:02;Delantero;1;0;0;0;0;0;70;70;SERIE A
Cristiano Ronaldo;Portugal;1;22/08/2021;Udinese Calcio  (10);Juventus  (9);2:02;Delantero;0;0;1;0;0;60;0;30;SERIE A
Cristiano Ronaldo;Portugal;4;11/09/2021;Man Utd  (3);Newcastle  (17);4:01;Delantero;2;0;0;0;0;0;0;90;PREMIER LEAGUE
Cristiano Ronaldo;Portugal;5;19/09/2021;West Ham   (8);Man Utd  (1);1:02;Delantero;1;0;0;0;0;0;0;90;PREMIER LEAGUE
Cristiano Ronaldo;Portugal;6;25/09/2021;Man Utd  (3);Aston Villa  (10);0:01;Delantero;0;0;0;0;0;0;0;90;PREMIER LEAGUE
Cristiano Ronaldo;Portugal;7;2/10/2021;Man Utd  (4);Everton  (5);1:01;Delantero;0;0;0;0;0;57;0;33;PREMIER LEAGUE
Cristiano Ronaldo;Portugal;8;16/10/2021;Leicester  (13);Man Utd  (4);4:02;Delantero;0;0;0;0;0;0;0;90;PREMIER LEAGUE
Cristiano Ronaldo;Portugal;9;24/10/2021;Man Utd  (6);Liverpool  (2);0:05;Delantero;0;0;1;0;0;0;0;90;PREMIER LEAGUE
Cristiano Ronaldo;Portugal;10;30/10/2021;Tottenham  (6);Man Utd  (7);0:03;Delantero;1;1;0;0;0;0;71;71;PREMIER LEAGUE
Cristiano Ronaldo;Portugal;11;6/11/2021;Man Utd  (5);Man City  (3);0:02;Delantero;0;0;1;0;0;0;0;90;PREMIER LEAGUE
Cristiano Ronaldo;Portugal;Final;20/01/2021;Juventus;Napoli;2:00;Delantero;1;0;1;0;0;0;0;90;SUPERCOPA ITALIANA
Cristiano Ronaldo;Portugal;Round of 16;13/01/2021;Juventus;Genoa;3:02;Delantero;0;0;0;0;0;88;0;32;ITALY CUP
Cristiano Ronaldo;Portugal;Semi-Finals 1st Leg;2/02/2021;Inter;Juventus;1:02;Delantero;2;0;1;0;0;0;76;76;ITALY CUP
Cristiano Ronaldo;Portugal;Semi-Finals 2nd Leg;9/02/2021;Juventus;Inter;0:00;Delantero;0;0;0;0;0;0;0;90;ITALY CUP
Cristiano Ronaldo;Portugal;Final;19/05/2021;Atalanta BC;Juventus;1:02;Delantero;0;0;0;0;0;0;0;90;ITALY CUP
Bruno Fernandes;Portugal;Group F;15/06/2021;Hungary;Portugal;0:03;Volante;0;0;0;0;0;0;89;89;EURO 2020
Bruno Fernandes;Portugal;Group F;19/06/2021;Portugal;Germany;2:04;Volante;0;0;0;0;0;0;64;64;EURO 2020
Bruno Fernandes;Portugal;Group F;23/06/2021;Portugal;France;2:02;Volante;0;0;0;0;0;72;0;18;EURO 2020
Bruno Fernandes;Portugal;Round of 16;27/06/2021;Belgium;Portugal;1:00;Volante;0;0;0;0;0;56;0;34;EURO 2020
Bruno Fernandes;Portugal;Group F;14/09/2021;BSC Young Boys;Man Utd;2:01;Volante;0;1;0;0;0;0;72;72;UEFA CHAMPIONS LEAGUE
Bruno Fernandes;Portugal;Group F;29/09/2021;Man Utd;Villarreal;2:01;Volante;0;1;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Bruno Fernandes;Portugal;Group F;20/10/2021;Man Utd;Atalanta BC;3:02;Volante;0;2;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Bruno Fernandes;Portugal;Group F;2/11/2021;Atalanta BC;Man Utd;2:02;Delantero;0;1;0;0;0;0;87;87;UEFA CHAMPIONS LEAGUE
Bruno Fernandes;Portugal;Group A;24/03/2021;Portugal  (14);Azerbaiyan  (44);1:00;Volante;0;0;1;0;0;46;0;45;ELIMINATORIAS MUNDIALISTAS
Bruno Fernandes;Portugal;Group A;27/03/2021;Serbia (11);Portugal  (14);2:02;Volante;0;0;1;0;0;0;90;90;ELIMINATORIAS MUNDIALISTAS
Bruno Fernandes;Portugal;Group A;1/09/2021;Portugal  (8);Ireland  (47);2:01;Volante;0;0;0;0;0;0;62;62;ELIMINATORIAS MUNDIALISTAS
Bruno Fernandes;Portugal;Group A;7/09/2021;Azerbaijan;Portugal;0:03;Volante;0;1;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Bruno Fernandes;Portugal;Group A;12/10/2021;Portugal;Luxembourg;5:00;Volante;1;1;0;0;0;0;80;80;ELIMINATORIAS MUNDIALISTAS
Bruno Fernandes;Portugal;16th UEL;18/02/2021;Real Sociedad  (25);Man Utd  (51);0:04;Volante;2;0;0;0;0;0;83;83;EUROPA LEAGUE
Bruno Fernandes;Portugal;16th UEL;25/02/2021;Man Utd  (41);Real Sociedad  (25);0:00;Volante;0;0;0;0;0;0;46;45;EUROPA LEAGUE
Bruno Fernandes;Portugal;last 16 1st leg;11/03/2021;Man Utd  (39);AC Milan  (11);1:01;Volante;0;1;0;0;0;0;74;74;EUROPA LEAGUE
Bruno Fernandes;Portugal;last 16 2nd leg;18/03/2021;AC Milan  (10);Man Utd  (36);0:01;Volante;0;0;0;0;0;0;0;90;EUROPA LEAGUE
Bruno Fernandes;Portugal;Quarter-Finals 1st leg;8/04/2021;Granada ;Man Utd  (27);0:02;Volante;1;0;0;0;0;0;0;90;EUROPA LEAGUE
Bruno Fernandes;Portugal;Quarter-Finals 2nd leg;15/04/2021;Man Utd  (22);Granada  (9);2:00;Volante;0;0;0;0;0;0;73;73;EUROPA LEAGUE
Bruno Fernandes;Portugal;Semi-Finals 1st Leg;29/04/2021;Man Utd  (15);AS Roma  (3);6:02;Volante;2;2;0;0;0;0;89;89;EUROPA LEAGUE
Bruno Fernandes;Portugal;Semi-Finals 2nd Leg;6/05/2021;AS Roma  (3);Man Utd  (9);3:02;Volante;0;1;0;0;0;0;84;84;EUROPA LEAGUE
Bruno Fernandes;Portugal;Final;26/05/2021;Villarreal  (1);Man Utd  (9);12:11;Volante;0;0;0;0;0;0;0;120;EUROPA LEAGUE
Bruno Fernandes;Portugal;8;4/06/2021;Spain;Portugal;0:00;Volante;0;0;0;0;0;59;0;31;AMISTOSO
Bruno Fernandes;Portugal;9;9/06/2021;Portugal;Israel;4:00;Volante;2;1;0;0;0;0;0;90;AMISTOSO
Bruno Fernandes;Portugal;7;4/09/2021;Qatar;Portugal;1:03;Volante ;1;0;0;0;0;59;0;31;AMISTOSO
Bruno Fernandes;Portugal;5;9/10/2021;Portugal;Qatar;3:00;Volante ;0;0;0;0;0;71;0;19;AMISTOSO
