JUGADOR;NACIONALIDAD;FECHA;F_JUEGO;LOCAL;VISITANTE;MARCADOR;POSICION;GOLES;ASISTENCIAS;T.A.;S.T.A;T.R.;M_INICIAL;M_FINAL;"TIEMPO 
JUGADO";COMPETENCIA
Lautaro Martinez;Argentina;Semi-Finals 2nd Leg;9/02/2021;Juventus;Inter;0:00;Delantero;0;0;0;0;0;0;0;90;ITALY CUP
Lautaro Martinez;Argentina;Group A;14/06/2021;Argentina  (4);Chile  (5);1:01;Delantero;0;0;1;0;0;0;80;80;COPA AMERICA
Lautaro Martinez;Argentina;Group A;19/06/2021;Argentina  (4);Uruguay  (6);1:00;Delantero;0;0;0;0;0;0;52;52;COPA AMERICA
Lautaro Martinez;Argentina;Group A;29/06/2021;Argentina;Bolivia;4:01;Delantero;1;0;0;0;0;63;0;27;COPA AMERICA
Lautaro Martinez;Argentina;Quarter-Finals;4/07/2021;Argentina;Ecuador;3:00;Delantero;1;0;0;0;0;0;90;90;COPA AMERICA
Lautaro Martinez;Argentina;Semi-Finals;7/07/2021;Argentina;Colombia;4:03;Delantero;1;0;0;0;0;0;0;90;COPA AMERICA
Lautaro Martinez;Argentina;Final;11/07/2021;Argentina;Brazil;1:00;Delantero;0;0;0;0;0;0;79;79;COPA AMERICA
Nicolo Barella;Italy;Group A;11/06/2021;Turkey;Italy;0:03;Volante ;0;0;0;0;0;0;0;90;EURO 2020
Nicolo Barella;Italy;Group A;16/06/2021;Italy;Switzerland;3:00;Volante ;0;1;0;0;0;0;87;87;EURO 2020
Nicolo Barella;Italy;Round of 16;26/06/2021;Italy;Austria;2:01;Volante ;0;0;1;0;0;0;67;67;EURO 2020
Nicolo Barella;Italy;Quarter-Finals;2/07/2021;Belgium;Italy;1:02;Volante ;1;1;0;0;0;0;0;90;EURO 2020
Nicolo Barella;Italy;Semi-Finals;6/07/2021;Italy;Spain;5:03;Volante ;0;0;0;0;0;0;85;85;EURO 2020
Nicolo Barella;Italy;Final;11/07/2021;Italy;England;4:03;Volante ;0;0;1;0;0;0;54;54;EURO 2020
Nicolo Barella;Italy;Group D;15/09/2021;Inter;Real Madrid;0:01;Volante ;0;0;0;0;0;0;84;84;UEFA CHAMPIONS LEAGUE
Nicolo Barella;Italy;Group D;28/09/2021;Shakhtar D;Inter;0:00;Volante ;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Nicolo Barella;Italy;Group D;19/10/2021;Inter;FC Sheriff;3:01;Volante ;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Nicolo Barella;Italy;Group D;3/11/2021;FC Sheriff;Inter;1:03;Volante ;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Nicolo Barella;Italy;Group C;25/03/2021;Italy  (9);N Ireland  (51);2:00;Volante ;0;0;0;0;0;64;0;26;ELIMINATORIAS MUNDIALISTAS
Nicolo Barella;Italy;Group C;28/03/2021;Bulgaria  (47);Italy  (9);0:02;Volante ;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Nicolo Barella;Italy;Group C;31/03/2021;Lithuania  (40);Italy  (6);0:02;Volante ;0;1;0;0;0;63;0;27;ELIMINATORIAS MUNDIALISTAS
Nicolo Barella;Italy;Group C;2/09/2021;Italy  (3);Bulgaria  (43);1:01;Volante ;0;0;1;0;0;0;63;63;ELIMINATORIAS MUNDIALISTAS
Nicolo Barella;Italy;Group C;5/09/2021;Switzerland;Italy;0:00;Volante ;0;0;0;0;0;0;90;90;ELIMINATORIAS MUNDIALISTAS
Nicolo Barella;Italy;4;28/05/2021;Italy;San Marino;7:00;Volante ;0;0;0;0;0;88;0;2;AMISTOSO
Nicolo Barella;Italy;5;4/06/2021;Italy;Czech Republic ;4:00;Volante ;1;0;0;0;0;0;0;90;AMISTOSO
Nicolo Barella;Italy;Semi-Finals;6/10/2021;Italy;Spain;1:02;Volante ;0;0;0;0;0;0;72;72;NATIONS LEAGUE FINAL
Nicolo Barella;Italy;Third Place Play-Off;10/10/2021;Italy;Belgium;2:01;Volante ;1;0;0;0;0;0;71;71;NATIONS LEAGUE FINAL
Nicolo Barella;Italy;15;3/01/2021;Inter  (2);Crotone  (19);6:02;Volante ;0;1;0;0;0;0;70;70;SERIE A
Nicolo Barella;Italy;16;6/01/2021;Bolonia (11);Inter  (2);2:01;Volante ;0;0;1;0;0;0;81;81;SERIE A
Nicolo Barella;Italy;17;10/01/2021;AS Roma  (4);Inter  (2);2:02;Volante ;0;0;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;18;17/01/2021;Inter  (2);Juventus  (3);2:00;Volante ;1;1;1;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;19;23/01/2021;Udinese Calcio  (15);Inter  (2);0:00;Volante ;0;0;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;20;30/01/2021;Inter  (2);Benevento  (11);4:00;Volante ;0;0;0;0;0;0;64;64;SERIE A
Nicolo Barella;Italy;21;5/02/2021;Fiorentina  (12);Inter  (2);0:02;Volante ;1;0;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;22;14/02/2021;Inter  (2);Lazio  (4);3:01;Volante ;0;0;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;23;21/02/2021;AC Milan  (2);Inter  (1);0:03;Volante ;0;0;0;0;0;0;86;86;SERIE A
Nicolo Barella;Italy;24;28/02/2021;Inter  (1);Genoa  (11);3:00;Volante ;0;0;0;0;0;0;85;85;SERIE A
Nicolo Barella;Italy;25;4/03/2021;Parma  (19);Inter  (1);1:02;Volante ;0;0;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;26;8/03/2021;Inter  (1);Atalanta BC  (4);1:00;Volante ;0;0;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;27;14/03/2021;Torino  (17);Inter  (1);1:02;Volante ;0;0;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;29;3/04/2021;Bologna  (11);Inter  (1);0:01;Volante ;0;0;0;0;0;0;90;90;SERIE A
Nicolo Barella;Italy;28;7/04/2021;Inter  (1);Sassuolo (8);2:01;Volante ;0;0;1;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;31;18/04/2021;Napoli (5);Inter  (1);1:01;Volante ;0;0;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;32;21/04/2021;Spezia Calcio  (14);Inter  (1);1:01;Volante ;0;0;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;33;25/04/2021;Inter  (1);Hellas Verona  (10);1:00;Volante ;0;0;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;34;1/05/2021;Crotone  (20);Inter  (1);0:02;Volante ;0;1;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;35;8/05/2021;Inter  (1);Sampdoria  (9);5:01;Volante ;0;1;0;0;0;61;0;29;SERIE A
Nicolo Barella;Italy;36;12/05/2021;Inter  (1);AS Roma  (7);3:01;Volante ;0;0;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;37;15/05/2021;Juventus  (5);Inter  (1);3:02;Volante ;0;1;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;1;21/08/2021;Inter  (1);Genoa  (20);4:00;Volante ;0;1;0;0;0;0;77;77;SERIE A
Nicolo Barella;Italy;2;27/08/2021;Hellas Verona  (13);Inter  (1);1:03;Volante ;0;1;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;3;12/09/2021;Sampdoria;Inter  (2);2:02;Volante ;0;1;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;4;18/09/2021;Inter  (4);Bologna  (6);6:01;Volante ;1;0;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;5;21/09/2021;Fiorentina  (5);Inter  (2);1:03;Volante ;0;1;0;0;0;0;70;70;SERIE A
Nicolo Barella;Italy;6;25/09/2021;Inter  (2);Atalanta BC  (5);2:02;Volante ;0;1;1;0;0;0;90;90;SERIE A
Nicolo Barella;Italy;7;2/10/2021;Sassuolo;Inter  (3);1:02;Volante ;0;0;1;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;8;16/10/2021;Lazio  (6);Inter  (3);3:01;Volante ;0;1;0;0;0;0;86;86;SERIE A
Nicolo Barella;Italy;9;24/10/2021;Inter  (3);Juventus  (7);1:01;Volante ;0;0;1;0;0;0;90;90;SERIE A
Nicolo Barella;Italy;10;27/10/2021;FC Empoli  (10);Inter  (3);0:02;Volante ;0;0;0;0;0;0;0;90;SERIE A
Nicolo Barella;Italy;11;31/10/2021;Inter  (3);Udinese Calcio  (14);2:00;Volante ;0;0;0;0;0;0;80;80;SERIE A
Nicolo Barella;Italy;12;7/11/2021;AC Milan  (2);Inter  (3);1:01;Volante ;0;0;0;0;0;0;68;68;SERIE A
Nicolo Barella;Italy;Round of 16;13/01/2021;Fiorentina;Inter;1:02;Volante ;0;1;0;0;0;81;0;39;ITALY CUP
Nicolo Barella;Italy;Quarter-Finals;26/01/2021;Inter;AC Milan;2:01;Volante ;0;1;0;0;0;0;0;90;ITALY CUP
Nicolo Barella;Italy;Semi-Finals 1st Leg;2/02/2021;Inter;Juventus;1:02;Volante ;0;1;0;0;0;0;0;90;ITALY CUP
Nicolo Barella;Italy;Semi-Finals 2nd Leg;9/02/2021;Juventus;Inter;0:00;Volante ;0;0;0;0;0;0;0;90;ITALY CUP
Pedri;Spain;Group E;14/06/2021;Spain;Sweden;0:00;Volante ;0;0;0;0;0;0;0;90;EURO 2020
Pedri;Spain;Group E;19/06/2021;Spain;Poland;1:01;Volante ;0;0;0;0;0;0;0;90;EURO 2020
Pedri;Spain;Group E;23/06/2021;Slovakia;Spain;0:05;Volante ;0;0;0;0;0;0;0;90;EURO 2020
Pedri;Spain;Round of 16;28/06/2021;Croatia;Spain;3:05;Volante ;0;0;0;0;0;0;0;120;EURO 2020
Pedri;Spain;Quarter-Finals;2/07/2021;Switzerland;Spain;2:04;Volante;0;0;0;0;0;0;119;119;EURO 2020
Pedri;Spain;Semi-Finals;6/07/2021;Italy;Spain;5:03;Volante ;0;0;0;0;0;0;0;120;EURO 2020
Pedri;Spain;last 16 1st leg;16/02/2021;Barcelona;Paris SG;1:04;Volante;0;0;0;0;0;0;78;78;UEFA CHAMPIONS LEAGUE
Pedri;Spain;last 16 2nd leg;10/03/2021;Paris SG;Barcelona;1:01;Volante ;0;1;0;0;0;0;78;78;UEFA CHAMPIONS LEAGUE
Pedri;Spain;Group E;14/09/2021;Barcelona;FC Bayern;0:03;Volante ;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Pedri;Spain;Group E;29/09/2021;Benfica;Barcelona;3:00;Volante;0;0;0;0;0;0;68;68;UEFA CHAMPIONS LEAGUE
Pedri;Spain;Group B;25/03/2021;Spain  (25);Greece  (27);1:01;Volante;0;0;0;0;0;64;0;26;ELIMINATORIAS MUNDIALISTAS
Pedri;Spain;Group B;28/03/2021;Georgia  (42);Spain  (25);1:02;Volante;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Pedri;Spain;Group B;31/03/2021;Spain  (19);Kosovo  (48);3:01;Volante ;0;1;0;0;0;0;69;69;ELIMINATORIAS MUNDIALISTAS
Pedri;Spain;Group C;22/07/2021;Egypt;Spain;0:00;Volante ;0;0;0;0;0;0;0;90;JUEGOS OLIMPICOS
Pedri;Spain;Group C;25/07/2021;Australia;Spain;0:01;Volante ;0;0;0;0;0;0;0;90;JUEGOS OLIMPICOS
Pedri;Spain;Group C;28/07/2021;Spain;Argentina;1:01;Volante ;0;0;0;0;0;0;74;74;JUEGOS OLIMPICOS
Pedri;Spain;Quarter-Finals;31/07/2021;Spain;Ivory Coast;5:02;Volante ;0;0;0;0;0;0;102;102;JUEGOS OLIMPICOS
Pedri;Spain;Semi-Finals;3/08/2021;Japan;Spain;0:01;Volante ;0;0;0;0;0;0;83;83;JUEGOS OLIMPICOS
Pedri;Spain;Final;7/08/2021;Brazil;Spain;2:01;Volante ;0;0;0;0;0;0;0;120;JUEGOS OLIMPICOS
Pedri;Spain;8;4/06/2021;Spain;Portugal;0:00;Volante ;0;0;0;0;0;62;0;28;AMISTOSO
Pedri;Spain;17;3/01/2021;SD Huesca  (20);Barcelona  (5);0:01;Volante;0;0;0;0;0;0;0;90;LA LIGA
Pedri;Spain;2;6/01/2021;Athletic  (18);Barcelona  (1);2:03;Volante ;1;1;0;0;0;0;0;90;LA LIGA
Pedri;Spain;18;9/01/2021;Granada;Barcelona  (3);0:04;Volante ;0;0;0;0;0;0;73;73;LA LIGA
Pedri;Spain;20;24/01/2021;Elche ;Barcelona  (3);0:02;Volante ;0;0;0;0;0;0;87;87;LA LIGA
Pedri;Spain;21;31/01/2021;Barcelona  (3);Athletic  (11);2:01;Volante;0;0;0;0;0;0;0;90;LA LIGA
Pedri;Spain;22;7/02/2021;Real Betis  (7);Barcelona  (3);2:03;Volante ;0;0;0;0;0;46;0;45;LA LIGA
Pedri;Spain;23;13/02/2021;Barcelona  (3);Alavés  (15);5:01;Volante ;0;0;0;0;0;64;0;26;LA LIGA
Pedri;Spain;24;21/02/2021;Barcelona  (3);Cadiz(15);1:01;Volante;0;0;0;0;0;0;74;74;LA LIGA
Pedri;Spain;1;24/02/2021;Barcelona  (1);Elche  (20);3:00;Volante;0;0;0;0;0;0;0;90;LA LIGA
Pedri;Spain;25;27/02/2021;Sevilla FC  (3);Barcelona  (4);0:02;Volante;0;0;0;0;0;0;71;71;LA LIGA
Pedri;Spain;26;6/03/2021;CA Osasuna  (12);Barcelona  (3);0:02;Volante;0;0;0;0;0;0;87;87;LA LIGA
Pedri;Spain;27;15/03/2021;Barcelona  (2);SD Huesca  (20);4:01;Volante ;0;1;0;0;0;0;85;85;LA LIGA
Pedri;Spain;28;21/03/2021;Real Sociedad  (5);Barcelona  (2);1:06;Volante ;0;0;0;0;0;0;68;68;LA LIGA
Pedri;Spain;29;5/04/2021;Barcelona  (2);Real Valladolid  (16);1:00;Volante ;0;0;0;0;0;0;77;77;LA LIGA
Pedri;Spain;30;10/04/2021;Real Madrid  (3);Barcelona  (2);2:01;Volante;0;0;1;0;0;0;81;81;LA LIGA
Pedri;Spain;31;22/04/2021;Barcelona  (3);Getafe  (15);5:02;Volante ;0;0;0;0;0;0;0;90;LA LIGA
Pedri;Spain;32;25/04/2021;Villarreal  (7);Barcelona  (3);1:02;Volante ;0;0;0;0;0;0;64;64;LA LIGA
Pedri;Spain;33;29/04/2021;Barcelona  (1);Granada  (8);1:02;Volante ;0;0;0;0;0;72;0;18;LA LIGA
Pedri;Spain;34;2/05/2021;Valencia  (14);Barcelona  (3);2:03;Volante ;0;0;0;0;0;0;75;75;LA LIGA
Pedri;Spain;35;8/05/2021;Barcelona  (3);Atlético Madrid  (1);0:00;Volante;0;0;0;0;0;0;75;75;LA LIGA
Pedri;Spain;36;11/05/2021;Levante  (14);Barcelona  (3);3:03;Volante ;1;0;0;0;0;0;74;74;LA LIGA
Pedri;Spain;37;16/05/2021;Barcelona  (3);Celta de Vigo  (8);1:02;Volante;0;0;0;0;0;0;46;45;LA LIGA
Pedri;Spain;1;15/08/2021;Barcelona  (3);Real Sociedad  (18);4:02;Volante ;0;0;0;0;0;0;0;90;LA LIGA
Pedri;Spain;2;21/08/2021;Athletic  (11);Barcelona  (3);1:01;Volante ;0;0;0;0;0;0;62;62;LA LIGA
Pedri;Spain;Third Round;21/01/2021;UE Cornellà;Barcelona;0:02;Volante;0;2;0;0;0;74;0;46;COPA DEL REY
Pedri;Spain;Round of 16;27/01/2021;Rayo Vallecano;Barcelona;1:02;Volante;0;0;0;0;0;68;0;22;COPA DEL REY
Pedri;Spain;Quarter-Finals;3/02/2021;Granada;Barcelona;3:05;Volante;0;0;0;0;0;0;105;105;COPA DEL REY
Pedri;Spain;Semi-Finals 1st Leg;10/02/2021;Sevilla FC;Barcelona;2:00;Volante ;0;0;0;0;0;0;85;85;COPA DEL REY
Pedri;Spain;Semi-Finals 2nd Leg;3/03/2021;Barcelona;Sevilla FC;3:00;Volante;0;0;0;0;0;0;89;89;COPA DEL REY
Pedri;Spain;Final;17/04/2021;Athletic;Barcelona;0:04;Volante ;0;0;0;0;0;0;81;81;COPA DEL REY
Pedri;Spain;Semi-Finals;13/01/2021;Real Sociedad;Barcelona;3:04;Volante;0;0;0;0;0;0;91;91;SUPERCOPA DE ESPAÑA
Pedri;Spain;Final;17/01/2021;Barcelona;Athletic;2:03;Volante ;0;0;0;0;0;0;88;88;SUPERCOPA DE ESPAÑA
Pedri;Spain;15;17/07/2021;Japan U23;Spain U23;1:01;Volante ;0;0;0;0;0;67;0;23;AMISTOSO
Gerard Moreno;Spain;Group E;14/06/2021;Spain;Sweden;0:00;Delantero;0;0;0;0;0;74;0;16;EURO 2020
Gerard Moreno;Spain;Group E;19/06/2021;Spain;Poland;1:01;Volante;0;1;0;0;0;0;68;68;EURO 2020
Gerard Moreno;Spain;Group E;23/06/2021;Slovakia;Spain;0:05;Volante;0;1;0;0;0;0;77;77;EURO 2020
Gerard Moreno;Spain;Quarter-Finals;2/07/2021;Switzerland;Spain;2:04;Delantero;0;0;0;0;0;54;0;66;EURO 2020
Gerard Moreno;Spain;Semi-Finals;6/07/2021;Italy;Spain;5:03;Volante;0;0;0;0;0;70;0;50;EURO 2020
Gerard Moreno;Spain;Group B;31/03/2021;Spain  (19);Kosovo  (48);3:01;Delantero;1;0;0;0;0;69;0;21;ELIMINATORIAS MUNDIALISTAS
Gerard Moreno;Spain;Group B;2/09/2021;Sweden  (14);Spain  (9);2:01;Volante;0;0;0;0;0;0;64;64;ELIMINATORIAS MUNDIALISTAS
Gerard Moreno;Spain;16th UEL;18/02/2021;Salzburg;Villarreal  (3);0:02;Delantero;0;1;0;0;0;0;84;84;EUROPA LEAGUE
Gerard Moreno;Spain;16th UEL;25/02/2021;Villarreal  (2);Salzburg (53);2:01;Delantero;2;0;0;0;0;0;90;90;EUROPA LEAGUE
Gerard Moreno;Spain;last 16 1st leg;11/03/2021;Din Kyiv;Villarreal  (2);0:02;Volante;0;2;0;0;0;0;90;90;EUROPA LEAGUE
Gerard Moreno;Spain;last 16 2nd leg;18/03/2021;Villarreal  (2);Din Kyiv  (40);2:00;Delantero;2;0;0;0;0;0;79;79;EUROPA LEAGUE
Gerard Moreno;Spain;Quarter-Finals 1st leg;8/04/2021;Din Zagreb ;Villarreal  (1);0:01;Delantero;1;0;1;0;0;0;0;90;EUROPA LEAGUE
Gerard Moreno;Spain;Quarter-Finals 2nd leg;15/04/2021;Villarreal  (1);Din Zagreb  (4);2:01;Delantero;1;0;0;0;0;0;0;90;EUROPA LEAGUE
Gerard Moreno;Spain;Semi-Finals 1st Leg;29/04/2021;Villarreal  (1);Arsenal  (2);2:01;Delantero;0;1;0;0;0;0;0;90;EUROPA LEAGUE
Gerard Moreno;Spain;Semi-Finals 2nd Leg;6/05/2021;Arsenal  (2);Villarreal  (1);0:00;Delantero;0;0;0;0;0;0;0;90;EUROPA LEAGUE
Gerard Moreno;Spain;Final;26/05/2021;Villarreal  (1);Man Utd  (9);12:11;Delantero;1;0;0;0;0;0;0;120;EUROPA LEAGUE
Gerard Moreno;Spain;8;4/06/2021;Spain;Portugal;0:00;Volante;0;0;0;0;0;75;0;15;AMISTOSO
Gerard Moreno;Spain;17;2/01/2021;Villarreal  (7);Levante  (9);2:01;Volante;1;0;0;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;18;8/01/2021;Celta de Vigo  (8);Villarreal  (6);0:04;Volante;1;1;0;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;22;6/02/2021;Delantero;Villarreal  (5);2:02;Volante;2;0;0;0;0;0;50;50;LA LIGA
Gerard Moreno;Spain;23;14/02/2021;Villarreal  (5);Real Betis  (8);1:02;Volante;1;0;0;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;24;21/02/2021;Athletic  (10);Villarreal  (6);1:01;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;25;28/02/2021;Villarreal  (6);Atlético Madrid  (1);0:02;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;26;5/03/2021;Valencia  (14);Villarreal  (7);2:01;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;27;14/03/2021;SD Eibar  (19);Villarreal  (7);1:03;Delantero;0;2;0;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;28;21/03/2021;Villarreal  (7);Cadiz(14);2:01;Delantero;1;1;0;0;0;0;90;90;LA LIGA
Gerard Moreno;Spain;29;3/04/2021;Granada;Villarreal  (7);0:03;Delantero;3;0;0;0;0;0;63;63;LA LIGA
Gerard Moreno;Spain;30;11/04/2021;Villarreal  (7);CA Osasuna  (14);1:02;Delantero;0;0;0;0;0;46;0;45;LA LIGA
Gerard Moreno;Spain;33;18/04/2021;Levante  (11);Villarreal  (7);1:05;Delantero;1;0;0;0;0;0;73;73;LA LIGA
Gerard Moreno;Spain;31;21/04/2021;Alavés  (19);Villarreal  (7);2:01;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;32;25/04/2021;Villarreal  (7);Barcelona  (3);1:02;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;34;2/05/2021;Villarreal  (7);Getafe  (15);1:00;Delantero;0;0;0;0;0;62;0;28;LA LIGA
Gerard Moreno;Spain;35;9/05/2021;Villarreal  (6);Celta de Vigo  (10);2:04;Delantero;1;0;0;0;0;54;0;36;LA LIGA
Gerard Moreno;Spain;36;13/05/2021;Real Valladolid  (17);Villarreal  (7);0:02;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;37;16/05/2021;Villarreal  (7);Sevilla FC  (4);4:00;Delantero;1;1;0;0;0;0;81;81;LA LIGA
Gerard Moreno;Spain;38;22/05/2021;Real Madrid  (2);Villarreal  (7);2:01;Delantero;0;1;0;0;0;0;81;81;LA LIGA
Gerard Moreno;Spain;1;16/08/2021;Villarreal  (10);Granada  (12);0:00;Delantero;0;0;1;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;2;21/08/2021;Espanyol  (13);Villarreal  (10);0:00;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;3;29/08/2021;Atlético Madrid  (2);Villarreal  (11);2:02;Delantero;0;0;1;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;9;17/10/2021;Villarreal  (11);CA Osasuna  (5);1:02;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Gerard Moreno;Spain;10;23/10/2021;Athletic  (9);Villarreal  (12);2:01;Delantero;0;0;0;0;0;0;21;21;LA LIGA
Gerard Moreno;Spain;Group F;14/09/2021;Villarreal;Atalanta BC;2:02;Delantero;0;0;1;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Gerard Moreno;Spain;Group F;20/10/2021;BSC Young Boys;Villarreal;1:04;Delantero;1;1;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Gerard Moreno;Spain;Third Round;17/01/2021;CD Tenerife;Villarreal;0:01;Delantero;0;0;0;0;0;61;0;29;COPA DEL REY
Gerard Moreno;Spain;Final;11/08/2021;Chelsea;Villarreal;7:06;Delantero;1;0;0;0;0;0;0;120;UEFA SUPER CUP
Luis Suarez;Uruguay;last 16 1st leg;23/02/2021;Atlético Madrid;Chelsea;0:01;Delantero;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Luis Suarez;Uruguay;last 16 2nd leg;17/03/2021;Chelsea;Atlético Madrid;2:00;Delantero;0;0;0;0;0;0;59;59;UEFA CHAMPIONS LEAGUE
Luis Suarez;Uruguay;Group B;15/09/2021;Atlético Madrid;FC Porto;0:00;Delantero;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Luis Suarez;Uruguay;Group B;28/09/2021;AC Milan;Atlético Madrid;1:02;Delantero;1;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Luis Suarez;Uruguay;Group B;19/10/2021;Atlético Madrid;Liverpool;2:03;Delantero;0;0;1;0;0;80;0;10;UEFA CHAMPIONS LEAGUE
Luis Suarez;Uruguay;Group B;3/11/2021;Liverpool;Atlético Madrid;2:00;Delantero;0;0;1;0;0;0;59;59;UEFA CHAMPIONS LEAGUE
Luis Suarez;Uruguay;Group A;4/06/2021;Uruguay  (5);Paraguay  (4);0:00;Delantero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Luis Suarez;Uruguay;Group A;9/06/2021;Venezuela  (9);Uruguay  (5);0:00;Delantero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Luis Suarez;Uruguay;Group A;8/10/2021;Uruguay;Colombia;0:00;Delantero;0;0;0;0;0;0;46;45;ELIMINATORIAS MUNDIALISTAS
Luis Suarez;Uruguay;Group A;11/10/2021;Argentina  (2);Uruguay  (5);3:00;Delantero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Luis Suarez;Uruguay;Group A;15/10/2021;Brazil;Uruguay;4:01;Delantero;1;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Luis Suarez;Uruguay;17;3/01/2021;Alavés  (12);Atlético Madrid  (1);1:02;Delantero;1;1;1;0;0;0;0;90;LA LIGA
Luis Suarez;Uruguay;1;12/01/2021;Atlético Madrid  (4);Sevilla FC  (16);2:00;Delantero;0;0;0;0;0;0;82;82;LA LIGA
Luis Suarez;Uruguay;19;21/01/2021;SD Eibar  (15);Atlético Madrid  (1);1:02;Delantero;2;0;0;0;0;0;90;90;LA LIGA
Luis Suarez;Uruguay;20;24/01/2021;Atlético Madrid  (1);Valencia  (14);3:01;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Luis Suarez;Uruguay;21;31/01/2021;Delantero;Atlético Madrid  (1);2:04;Delantero;2;0;0;0;0;0;84;84;LA LIGA
Luis Suarez;Uruguay;22;8/02/2021;Atlético Madrid  (1);Celta de Vigo  (10);2:02;Delantero;2;0;0;0;0;0;0;90;LA LIGA
Luis Suarez;Uruguay;23;13/02/2021;Granada;Atlético Madrid  (1);1:02;Delantero;0;0;1;0;0;0;0;90;LA LIGA
Luis Suarez;Uruguay;2;17/02/2021;Levante  (15);Atlético Madrid  (4);1:01;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Luis Suarez;Uruguay;24;20/02/2021;Atlético Madrid  (1);Levante  (11);0:02;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Luis Suarez;Uruguay;25;28/02/2021;Villarreal  (6);Atlético Madrid  (1);0:02;Delantero;0;0;0;0;0;0;76;76;LA LIGA
Luis Suarez;Uruguay;26;7/03/2021;Atlético Madrid  (1);Real Madrid  (2);1:01;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Luis Suarez;Uruguay;18;10/03/2021;Atlético Madrid  (1);Athletic  (9);2:01;Delantero;1;0;0;0;0;0;72;72;LA LIGA
Luis Suarez;Uruguay;27;13/03/2021;Getafe  (15);Atlético Madrid  (1);0:00;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Luis Suarez;Uruguay;28;21/03/2021;Atlético Madrid  (1);Alavés  (18);1:00;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Luis Suarez;Uruguay;29;4/04/2021;Sevilla FC  (4);Atlético Madrid  (1);1:00;Delantero;0;0;1;0;0;0;0;90;LA LIGA
Luis Suarez;Uruguay;32;25/04/2021;Athletic  (9);Atlético Madrid  (1);2:01;Delantero;0;0;0;0;0;59;0;31;LA LIGA
Luis Suarez;Uruguay;34;1/05/2021;Delantero;Atlético Madrid  (1);0:01;Delantero;0;0;0;0;0;0;82;82;LA LIGA
